x, y
0.401301045656573, 6.001851752952293
5.61870455348544, 5.988888987788448
10.836092751492638, 5.988888987788448
15.652149284199924, 4.9259259259259265
20.46819050708554, 4.290741037439418
25.685578705092738, 3.6814816792806
30.501650547621693, 3.1240738762749563
35.31769177050731, 2.6314818770797164
40.53509527833618, 2.2425929881908284
44.94980483592188, 1.9962964940954135
50.568540009050665, 1.983333728931568
55.38458123193628, 1.9962964940954135
60.60198473976514, 1.9962964940954135
65.41802596265076, 1.9962964940954135
69.83273552023647, 1.9962964940954135
75.05013902806533, 2.009259259259259
80.26754253589424, 1.9962964940954135
85.48491542407976, 1.983333728931568
89.89962498166547, 1.9962964940954135
94.71569682419442, 1.9962964940954135
99.93306971237995, 1.9962964940954135
105.15047322020881, 2.009259259259259
110.36787672803769, 2.009259259259259
115.58524961622321, 2.009259259259259
120.40132145875216, 1.9962964940954135
125.21736268163778, 1.9962964940954135
130.43476618946664, 1.9962964940954135
135.25080741235226, 1.9962964940954135
140.46821092018112, 1.9962964940954135
145.28431338235342, 1.9962964940954135
150.1003239855957, 2.009259259259259
155.31775811306792, 2.009259259259259
160.5351003816101, 2.03518478958695
164.9498099391958, 2.009259259259259
170.16721344702466, 2.009259259259259
174.98325466991028, 2.0222220244231046
179.7992958927959, 2.0222220244231046
184.61536773532487, 2.0222220244231046
190.2340722888103, 2.0222220244231046
195.05014413133927, 2.009259259259259
200.26751701952477, 2.0222220244231046
205.48498176664032, 2.0222220244231046
209.49835965892612, 2.009259259259259
215.11703359276822, 2.2166664688675493
219.93307481565384, 2.281481283682365
225.1504783234827, 2.359258863661026
229.56524912035516, 2.450000197799119
235.18392305419718, 2.553703308105469
240.40129594238272, 2.6962966918945304
245.2173677849117, 6.027777777777778
250.4347406730972, 6.040741037439417
255.25081251562617, 6.027777777777778
260.4681854038117, 6.040741037439417
266.08692057694043, 6.027777777777778
270.5016301345261, 6.027777777777778
276.12036530765505, 6.014815012613932
280.936437150184, 6.027777777777778
284.9497844228263, 6.027777777777778
290.5685502155986, 6.040741037439417
294.98322915354095, 6.027777777777778
300.2006326613698, 6.014815012613932
305.41803616919856, 6.027777777777778
310.6354396770274, 6.027777777777778
315.451480899913, 6.040741037439417
321.0701854533985, 6.027777777777778
325.0835633456843, 6.027777777777778
330.30096685351316, 6.027777777777778
335.11700807639875, 6.027777777777778
340.3344115842276, 6.027777777777778
345.95317737699975, 6.027777777777778
350.3678563149421, 6.027777777777778
355.9866221077142, 6.027777777777778
-0.8027092600648312, 1.983333728931568
4.414678937942367, 1.983333728931568
9.230735470649652, 1.983333728931568
13.244113362935446, 1.983333728931568
18.862848536064224, 1.983333728931568
23.27755809364993, 1.983333728931568
26.88960432063581, 1.983333728931568
30.501650547621693, 2.2037037037037037
35.31769177050731, 2.281481283682365
40.53509527833618, 2.3851853829843033
45.351136501221795, 2.501852247450087
50.16720834375075, 2.6314818770797164
55.38458123193628, 2.7999998022008823
59.79929078952198, 5.988888987788448
67.02338324349375, 5.988888987788448
76.25416464360843, 5.988888987788448
82.67556314733704, 5.988888987788448
88.69562998576573, 5.988888987788448
95.51836015479424, 5.988888987788448
102.3411209434661, 5.988888987788448
110.76920839333759, 5.988888987788448
118.39463251260926, 5.975926222624602
128.82940890862366, 5.988888987788448
136.85616469319524, 5.988888987788448
143.67889486222376, 5.988888987788448
152.5083445970385, 5.988888987788448
161.3378249514966, 5.988888987788448
169.36458073606818, 5.975926222624602
178.99663256219608, 5.988888987788448
188.62874562761067, 6.001851752952293
196.65550141218225, 6.001851752952293
200.26751701952477, 4.770370271470812
205.08358886205374, 4.251851752952294
210.30096175023928, 3.746296494095414
215.51842649735482, 3.266666271068431
220.33440648095376, 2.838889086688007
225.55187122806936, 2.4629629629629646
229.96651954636832, 2.1388888888888884
235.18392305419718, 2.0222220244231046
242.80934717346886, 2.0222220244231046
252.4414296192401, 2.03518478958695
262.0735426846546, 2.0222220244231046
272.10698741536913, 2.0222220244231046
282.14043214608375, 2.0222220244231046
293.37790249234126, 2.0222220244231046
306.2206994997984, 2.0222220244231046
315.0501186149698, 2.03518478958695
325.0835633456843, 2.009259259259259
335.11700807639875, 2.0222220244231046
342.3411005303705, 2.0222220244231046
349.96655526928555, 2.0222220244231046
354.78259649217114, 2.0222220244231046
